Date,Time,DROPS_SCORE,FILLING,DRYING,RECYCLING,EMPTY,SHUTDOWN,STOP,COOLING,MANUAL
12-08-2024,06:08:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:09:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:09:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:10:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:10:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:11:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:11:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:12:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:12:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:13:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:13:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:14:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:14:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:15:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:15:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:16:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:16:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:17:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:17:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:18:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:18:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:19:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:19:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:20:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:20:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:21:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:21:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:22:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:22:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:23:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:23:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:24:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:24:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:25:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:25:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:26:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:26:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:27:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:27:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:28:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:28:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:29:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:29:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:30:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:30:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:31:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:31:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:32:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:32:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:33:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:33:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:34:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:34:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:35:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:35:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:36:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:36:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:37:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:37:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:38:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:38:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:39:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:39:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:40:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:40:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:41:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:41:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:42:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:42:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:43:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:43:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:44:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:44:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:45:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:45:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:46:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:46:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:47:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:47:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:48:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:48:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:49:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:49:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:50:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:50:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:51:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:51:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:52:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:52:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:53:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:53:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:54:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:54:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:55:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:55:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:56:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:56:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:57:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:57:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:58:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:58:56,5049,false,false,false,false,false,true,false,false
12-08-2024,06:59:26,5049,false,false,false,false,false,true,false,false
12-08-2024,06:59:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:00:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:00:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:01:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:01:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:02:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:02:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:03:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:03:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:04:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:04:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:05:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:05:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:06:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:06:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:07:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:07:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:08:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:08:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:09:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:09:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:10:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:10:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:11:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:11:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:12:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:12:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:13:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:13:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:14:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:14:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:15:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:15:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:16:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:16:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:17:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:17:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:18:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:18:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:19:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:19:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:20:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:20:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:21:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:21:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:22:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:22:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:23:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:23:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:24:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:24:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:25:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:25:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:26:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:26:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:27:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:27:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:28:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:28:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:29:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:29:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:30:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:30:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:31:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:31:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:32:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:32:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:33:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:33:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:34:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:34:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:35:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:35:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:36:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:36:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:37:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:37:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:38:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:38:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:39:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:39:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:40:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:40:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:41:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:41:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:42:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:42:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:43:26,5049,false,false,false,false,false,true,false,false
12-08-2024,07:43:56,5049,false,false,false,false,false,true,false,false
12-08-2024,07:44:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:44:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:45:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:45:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:46:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:46:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:47:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:47:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:48:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:48:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:49:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:49:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:50:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:50:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:51:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:51:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:52:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:52:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:53:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:53:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:54:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:54:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:55:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:55:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:56:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:56:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:57:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:57:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:58:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:58:56,5049,false,false,true,false,false,false,false,false
12-08-2024,07:59:26,5049,false,false,true,false,false,false,false,false
12-08-2024,07:59:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:00:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:00:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:01:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:01:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:02:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:02:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:03:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:03:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:04:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:04:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:05:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:05:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:06:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:06:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:07:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:07:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:08:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:08:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:09:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:09:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:10:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:10:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:11:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:11:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:12:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:12:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:13:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:13:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:14:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:14:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:15:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:15:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:16:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:16:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:17:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:17:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:18:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:18:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:19:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:19:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:20:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:20:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:21:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:21:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:22:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:22:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:23:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:23:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:24:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:24:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:25:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:25:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:26:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:26:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:27:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:27:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:28:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:28:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:29:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:29:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:30:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:30:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:31:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:31:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:32:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:32:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:33:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:33:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:34:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:34:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:35:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:35:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:36:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:36:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:37:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:37:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:38:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:38:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:39:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:39:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:40:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:40:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:41:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:41:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:42:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:42:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:43:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:43:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:44:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:44:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:45:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:45:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:46:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:46:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:47:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:47:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:48:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:48:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:49:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:49:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:50:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:50:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:51:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:51:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:52:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:52:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:53:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:53:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:54:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:54:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:55:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:55:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:56:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:56:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:57:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:57:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:58:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:58:56,5049,false,false,true,false,false,false,false,false
12-08-2024,08:59:26,5049,false,false,true,false,false,false,false,false
12-08-2024,08:59:56,5049,false,false,true,false,false,false,false,false
12-08-2024,09:00:26,5049,false,false,true,false,false,false,false,false
12-08-2024,09:00:56,5049,false,false,true,false,false,false,false,false
12-08-2024,09:01:26,5049,false,false,true,false,false,false,false,false
12-08-2024,09:01:56,5049,false,false,true,false,false,false,false,false
12-08-2024,09:02:26,5049,false,false,true,false,false,false,false,false
12-08-2024,09:02:56,5049,false,false,true,false,false,false,false,false
12-08-2024,09:03:26,5049,false,false,false,false,true,false,false,false
12-08-2024,09:03:56,5049,false,false,false,false,false,true,false,false
12-08-2024,09:04:26,5049,false,false,false,false,false,true,false,false
12-08-2024,09:04:56,5049,false,false,false,false,false,true,false,false
12-08-2024,09:05:26,5049,false,false,false,false,false,true,false,false
12-08-2024,09:05:56,5049,false,false,false,false,false,true,false,false
12-08-2024,09:06:26,5049,false,false,false,false,false,true,false,false
12-08-2024,09:06:56,5049,false,false,false,false,false,true,false,false
12-08-2024,09:07:26,5049,false,false,false,false,false,true,false,false
12-08-2024,09:07:56,5049,false,false,false,false,false,true,false,false
12-08-2024,09:08:26,5049,false,false,false,false,false,true,false,false
12-08-2024,09:08:56,5049,false,false,false,false,false,true,false,false
12-08-2024,09:09:26,5049,false,false,false,false,false,true,false,false
12-08-2024,09:09:56,5049,false,false,false,false,false,true,false,false
12-08-2024,09:10:26,5049,false,false,false,false,false,true,false,false
12-08-2024,09:10:56,5049,false,false,false,false,false,true,false,false
12-08-2024,15:37:17,,,,,,,,,
13-08-2024,17:52:12,,,,,,,,,
14-08-2024,10:42:54,,,,,,,,,
15-08-2024,00:35:58,,,,,,,,,
15-08-2024,00:55:58,,,,,,,,,
15-08-2024,07:22:55,310,false,false,false,false,false,true,false,false
15-08-2024,07:23:25,310,false,false,false,false,false,true,false,false
15-08-2024,07:23:55,310,false,false,false,false,false,true,false,false
15-08-2024,07:24:25,310,false,true,false,false,false,false,false,false
15-08-2024,07:24:55,310,false,true,false,false,false,false,false,false
15-08-2024,07:25:25,310,false,true,false,false,false,false,false,false
15-08-2024,07:25:55,310,false,true,false,false,false,false,false,false
15-08-2024,07:26:25,310,false,true,false,false,false,false,false,false
15-08-2024,07:26:55,310,false,true,false,false,false,false,false,false
15-08-2024,07:27:25,311,false,true,false,false,false,false,false,false
15-08-2024,07:27:55,311,false,true,false,false,false,false,false,false
15-08-2024,07:28:25,311,false,true,false,false,false,false,false,false
15-08-2024,07:28:55,312,false,true,false,false,false,false,false,false
15-08-2024,07:29:25,312,false,true,false,false,false,false,false,false
15-08-2024,07:29:55,313,false,true,false,false,false,false,false,false
15-08-2024,07:30:25,313,false,true,false,false,false,false,false,false
15-08-2024,07:30:55,314,false,true,false,false,false,false,false,false
15-08-2024,07:31:25,314,false,true,false,false,false,false,false,false
15-08-2024,07:31:55,314,false,true,false,false,false,false,false,false
15-08-2024,07:32:25,315,false,true,false,false,false,false,false,false
15-08-2024,07:32:55,315,false,true,false,false,false,false,false,false
15-08-2024,07:33:25,316,false,true,false,false,false,false,false,false
15-08-2024,07:33:55,316,false,true,false,false,false,false,false,false
15-08-2024,07:34:25,317,false,true,false,false,false,false,false,false
15-08-2024,07:34:55,317,false,true,false,false,false,false,false,false
15-08-2024,07:35:25,317,false,true,false,false,false,false,false,false
15-08-2024,07:35:55,317,false,true,false,false,false,false,false,false
15-08-2024,07:36:25,317,false,true,false,false,false,false,false,false
15-08-2024,07:36:55,317,false,true,false,false,false,false,false,false
15-08-2024,07:37:25,317,false,true,false,false,false,false,false,false
15-08-2024,07:37:55,317,false,true,false,false,false,false,false,false
15-08-2024,07:38:25,317,false,true,false,false,false,false,false,false
15-08-2024,07:38:55,318,false,true,false,false,false,false,false,false
15-08-2024,07:39:25,318,false,true,false,false,false,false,false,false
15-08-2024,07:39:55,318,false,true,false,false,false,false,false,false
15-08-2024,07:40:25,318,false,true,false,false,false,false,false,false
15-08-2024,07:40:55,318,false,true,false,false,false,false,false,false
15-08-2024,07:41:25,319,false,true,false,false,false,false,false,false
15-08-2024,07:41:55,319,false,true,false,false,false,false,false,false
15-08-2024,07:42:25,319,false,true,false,false,false,false,false,false
15-08-2024,07:42:55,319,false,true,false,false,false,false,false,false
15-08-2024,07:43:25,319,false,true,false,false,false,false,false,false
15-08-2024,07:43:55,320,false,true,false,false,false,false,false,false
15-08-2024,07:44:25,320,false,true,false,false,false,false,false,false
15-08-2024,07:44:55,320,false,true,false,false,false,false,false,false
15-08-2024,07:45:25,320,false,true,false,false,false,false,false,false
15-08-2024,07:45:55,320,false,true,false,false,false,false,false,false
15-08-2024,07:46:25,321,false,true,false,false,false,false,false,false
15-08-2024,07:46:55,321,false,true,false,false,false,false,false,false
15-08-2024,07:47:25,321,false,true,false,false,false,false,false,false
15-08-2024,07:47:55,321,false,true,false,false,false,false,false,false
15-08-2024,07:48:25,321,false,true,false,false,false,false,false,false
15-08-2024,07:48:55,322,false,true,false,false,false,false,false,false
15-08-2024,07:49:25,322,false,true,false,false,false,false,false,false
15-08-2024,07:49:55,322,false,true,false,false,false,false,false,false
15-08-2024,07:50:25,323,false,true,false,false,false,false,false,false
15-08-2024,07:50:55,323,false,true,false,false,false,false,false,false
15-08-2024,07:51:25,324,false,true,false,false,false,false,false,false
15-08-2024,07:51:55,324,false,true,false,false,false,false,false,false
15-08-2024,07:52:25,325,false,true,false,false,false,false,false,false
15-08-2024,07:52:55,325,false,true,false,false,false,false,false,false
15-08-2024,07:53:25,325,false,true,false,false,false,false,false,false
15-08-2024,07:53:55,326,false,true,false,false,false,false,false,false
15-08-2024,07:54:25,326,false,true,false,false,false,false,false,false
15-08-2024,07:54:55,327,false,true,false,false,false,false,false,false
15-08-2024,07:55:25,327,false,true,false,false,false,false,false,false
15-08-2024,07:55:55,328,false,true,false,false,false,false,false,false
15-08-2024,07:56:25,328,false,true,false,false,false,false,false,false
15-08-2024,07:56:55,328,false,true,false,false,false,false,false,false
