Date,Time,GRAIN_TYPE,DROPS_SCORE,DRY_MOISTURE,DRY_TEMP,DRY_NATURE,WET_MOISTURE,WET_TEMP,WET_NATURE
11-08-2024,19:30:56,,4986,,,,,,
11-08-2024,19:31:26,,4987,,,,,,
11-08-2024,19:31:56,,4987,,,,,,
11-08-2024,19:32:26,,4987,,,,,,
11-08-2024,19:32:56,"""WHEAT""",4988,13.48700,17.94800,0.78700,,,
11-08-2024,19:33:26,,4988,,,,,,
11-08-2024,19:33:56,,4988,,,,,,
11-08-2024,19:34:26,,4989,,,,,,
11-08-2024,19:34:56,,4989,,,,,,
11-08-2024,19:35:26,,4989,,,,,,
11-08-2024,19:35:56,,4990,,,,,,
11-08-2024,19:36:26,,4990,,,,,,
11-08-2024,19:36:56,,4990,,,,,,
11-08-2024,19:37:26,,4991,,,,,,
11-08-2024,19:37:56,,4991,,,,,,
11-08-2024,19:38:26,,4992,,,,,,
11-08-2024,19:38:56,,4992,,,,,,
11-08-2024,19:39:26,,4992,,,,,,
11-08-2024,19:39:56,,4993,,,,,,
11-08-2024,19:40:26,,4993,,,,,,
11-08-2024,19:40:56,,4993,,,,,,
11-08-2024,19:41:26,,4994,,,,,,
11-08-2024,19:41:56,,4994,,,,,,
11-08-2024,19:42:26,,4994,,,,,,
11-08-2024,19:42:56,,4995,,,,,,
11-08-2024,19:43:26,,4995,,,,,,
11-08-2024,19:43:56,,4995,,,,,,
11-08-2024,19:44:26,,4996,,,,,,
11-08-2024,19:44:56,,4996,,,,,,
11-08-2024,19:45:26,,4997,,,,,,
11-08-2024,19:45:56,,4997,,,,,,
11-08-2024,19:46:26,,4997,,,,,,
11-08-2024,19:46:56,,4998,,,,,,
11-08-2024,19:47:26,,4998,,,,,,
11-08-2024,19:47:56,,4998,,,,,,
11-08-2024,19:48:26,,4999,,,,,,
11-08-2024,19:48:56,,4999,,,,,,
11-08-2024,19:49:26,,4999,,,,,,
11-08-2024,19:49:56,,5000,,,,,,
11-08-2024,19:50:26,,5000,,,,,,
11-08-2024,19:50:56,,5000,,,,,,
11-08-2024,19:51:26,,5001,,,,,,
11-08-2024,19:51:56,,5001,,,,,,
11-08-2024,19:52:26,,5002,,,,,,
11-08-2024,19:52:56,,5002,,,,,,
11-08-2024,19:53:26,,5002,,,,,,
11-08-2024,19:53:56,,5003,,,,,,
11-08-2024,19:54:26,,5003,,,,,,
11-08-2024,19:54:56,,5003,,,,,,
11-08-2024,19:55:26,,5004,,,,,,
11-08-2024,19:55:56,,5004,,,,,,
11-08-2024,19:56:26,,5004,,,,,,
11-08-2024,19:56:56,,5005,,,,,,
11-08-2024,19:57:26,,5005,,,,,,
11-08-2024,19:57:56,,5005,,,,,,
11-08-2024,19:58:26,,5006,,,,,,
11-08-2024,19:58:56,,5006,,,,,,
11-08-2024,19:59:26,,5007,,,,,,
11-08-2024,19:59:56,,5007,,,,,,
11-08-2024,20:00:26,,5007,,,,,,
11-08-2024,20:00:56,,5008,,,,,,
11-08-2024,20:01:26,,5008,,,,,,
11-08-2024,20:01:56,,5008,,,,,,
11-08-2024,20:01:58,"""WHEAT""",,13.81400,18.06100,0.78551,,,
11-08-2024,20:02:26,,5009,,,,,,
11-08-2024,20:02:56,,5009,,,,,,
11-08-2024,20:03:26,,5009,,,,,,
11-08-2024,20:03:56,,5010,,,,,,
11-08-2024,20:04:26,,5010,,,,,,
11-08-2024,20:04:56,,5010,,,,,,
11-08-2024,20:05:23,"""WHEAT""",,,,,21.11000,19.71000,0.71882
11-08-2024,20:05:26,,5011,,,,,,
11-08-2024,20:05:56,,5011,,,,,,
11-08-2024,20:06:26,,5012,,,,,,
11-08-2024,20:06:56,,5012,,,,,,
11-08-2024,20:07:26,,5012,,,,,,
11-08-2024,20:07:56,,5013,,,,,,
11-08-2024,20:08:26,,5013,,,,,,
11-08-2024,20:08:56,,5013,,,,,,
11-08-2024,20:09:26,,5014,,,,,,
11-08-2024,20:09:56,,5014,,,,,,
11-08-2024,20:10:26,,5014,,,,,,
11-08-2024,20:10:56,,5015,,,,,,
11-08-2024,20:11:26,,5015,,,,,,
11-08-2024,20:11:56,,5015,,,,,,
11-08-2024,20:12:26,,5016,,,,,,
11-08-2024,20:12:56,,5016,,,,,,
11-08-2024,20:13:26,,5017,,,,,,
11-08-2024,20:13:56,,5017,,,,,,
11-08-2024,20:14:26,,5017,,,,,,
11-08-2024,20:14:56,,5018,,,,,,
11-08-2024,20:15:26,,5018,,,,,,
11-08-2024,20:15:56,,5018,,,,,,
11-08-2024,20:16:26,,5019,,,,,,
11-08-2024,20:16:56,,5019,,,,,,
11-08-2024,20:17:26,,5019,,,,,,
11-08-2024,20:17:56,,5020,,,,,,
11-08-2024,20:18:26,,5020,,,,,,
11-08-2024,20:18:56,,5021,,,,,,
11-08-2024,20:19:26,,5021,,,,,,
11-08-2024,20:19:56,,5021,,,,,,
11-08-2024,20:20:26,,5022,,,,,,
11-08-2024,20:20:35,,,,,,,,
11-08-2024,20:20:56,,5022,,,,,,
11-08-2024,20:21:26,,5022,,,,,,
11-08-2024,20:21:56,,5023,,,,,,
11-08-2024,20:22:26,,5023,,,,,,
11-08-2024,20:22:56,,5023,,,,,,
11-08-2024,20:23:26,,5024,,,,,,
11-08-2024,20:23:56,,5024,,,,,,
11-08-2024,20:24:26,,5025,,,,,,
11-08-2024,20:24:56,,5025,,,,,,
11-08-2024,20:25:26,,5025,,,,,,
11-08-2024,20:25:56,,5026,,,,,,
11-08-2024,20:26:26,,5026,,,,,,
11-08-2024,20:26:56,,5026,,,,,,
11-08-2024,20:27:26,,5027,,,,,,
11-08-2024,20:27:56,,5027,,,,,,
11-08-2024,20:28:26,,5027,,,,,,
11-08-2024,20:28:56,,5028,,,,,,
11-08-2024,20:29:26,,5028,,,,,,
11-08-2024,20:29:56,,5028,,,,,,
11-08-2024,20:30:26,,5029,,,,,,
11-08-2024,20:30:56,,5029,,,,,,
11-08-2024,20:31:26,,5030,,,,,,
11-08-2024,20:31:56,,5030,,,,,,
11-08-2024,20:32:26,,5030,,,,,,
11-08-2024,20:32:56,,5031,,,,,,
11-08-2024,20:33:26,,5031,,,,,,
11-08-2024,20:33:56,,5031,,,,,,
11-08-2024,20:34:02,"""WHEAT""",,13.89900,17.97100,0.78650,,,
11-08-2024,20:34:26,,5032,,,,,,
11-08-2024,20:34:56,,5032,,,,,,
11-08-2024,20:35:26,,5032,,,,,,
11-08-2024,20:35:56,,5033,,,,,,
11-08-2024,20:36:26,,5033,,,,,,
11-08-2024,20:36:56,,5034,,,,,,
11-08-2024,20:37:26,,5034,,,,,,
11-08-2024,20:37:56,,5034,,,,,,
11-08-2024,20:38:26,,5035,,,,,,
11-08-2024,20:38:56,,5035,,,,,,
11-08-2024,20:39:26,,5035,,,,,,
11-08-2024,20:39:56,,5036,,,,,,
11-08-2024,20:40:26,,5036,,,,,,
11-08-2024,20:40:56,,5036,,,,,,
11-08-2024,20:41:26,,5037,,,,,,
11-08-2024,20:41:56,,5037,,,,,,
11-08-2024,20:42:26,,5038,,,,,,
11-08-2024,20:42:56,,5038,,,,,,
11-08-2024,20:43:26,,5038,,,,,,
11-08-2024,20:43:56,,5039,,,,,,
11-08-2024,20:44:26,,5039,,,,,,
11-08-2024,20:44:56,,5039,,,,,,
11-08-2024,20:45:26,,5040,,,,,,
11-08-2024,20:45:56,,5040,,,,,,
11-08-2024,20:46:26,,5040,,,,,,
11-08-2024,20:46:56,,5041,,,,,,
11-08-2024,20:47:26,,5041,,,,,,
11-08-2024,20:47:56,,5042,,,,,,
11-08-2024,20:48:26,,5042,,,,,,
11-08-2024,20:48:56,,5042,,,,,,
11-08-2024,20:49:26,,5043,,,,,,
11-08-2024,20:49:56,,5043,,,,,,
11-08-2024,20:50:26,,5043,,,,,,
11-08-2024,20:50:56,,5044,,,,,,
11-08-2024,20:51:26,,5044,,,,,,
11-08-2024,20:51:56,,5044,,,,,,
11-08-2024,20:52:26,,5045,,,,,,
11-08-2024,20:52:56,,5045,,,,,,
11-08-2024,20:53:26,,5045,,,,,,
11-08-2024,20:53:56,,5046,,,,,,
11-08-2024,20:54:26,,5046,,,,,,
11-08-2024,20:54:56,,5047,,,,,,
11-08-2024,20:55:26,,5047,,,,,,
11-08-2024,20:55:56,,5047,,,,,,
11-08-2024,20:56:26,,5048,,,,,,
11-08-2024,20:56:56,,5048,,,,,,
11-08-2024,20:57:26,,5048,,,,,,
11-08-2024,20:57:56,,5049,,,,,,
11-08-2024,20:58:26,,5049,,,,,,
11-08-2024,20:58:56,,5049,,,,,,
11-08-2024,20:59:15,"""WHEAT""",,13.60000,18.71600,0.78798,,,
11-08-2024,20:59:26,,5049,,,,,,
11-08-2024,20:59:56,,5049,,,,,,
11-08-2024,21:00:26,,5049,,,,,,
11-08-2024,21:00:56,,5049,,,,,,
11-08-2024,21:01:26,,5049,,,,,,
11-08-2024,21:01:56,,5049,,,,,,
11-08-2024,21:02:26,,5049,,,,,,
11-08-2024,21:02:56,,5049,,,,,,
11-08-2024,21:03:26,,5049,,,,,,
11-08-2024,21:03:56,,5049,,,,,,
11-08-2024,21:04:26,,5049,,,,,,
11-08-2024,21:04:56,,5049,,,,,,
11-08-2024,21:05:26,,5049,,,,,,
11-08-2024,21:05:56,,5049,,,,,,
11-08-2024,21:06:26,,5049,,,,,,
11-08-2024,21:06:56,,5049,,,,,,
11-08-2024,21:07:26,,5049,,,,,,
11-08-2024,21:07:56,,5049,,,,,,
11-08-2024,21:08:26,,5049,,,,,,
11-08-2024,21:08:56,,5049,,,,,,
11-08-2024,21:09:26,,5049,,,,,,
11-08-2024,21:09:56,,5049,,,,,,
11-08-2024,21:10:26,,5049,,,,,,
11-08-2024,21:10:56,,5049,,,,,,
11-08-2024,21:11:26,,5049,,,,,,
11-08-2024,21:11:56,,5049,,,,,,
11-08-2024,21:12:26,,5049,,,,,,
11-08-2024,21:12:56,,5049,,,,,,
11-08-2024,21:13:26,,5049,,,,,,
11-08-2024,21:13:56,,5049,,,,,,
11-08-2024,21:14:26,,5049,,,,,,
11-08-2024,21:14:56,,5049,,,,,,
11-08-2024,21:15:26,,5049,,,,,,
11-08-2024,21:15:56,,5049,,,,,,
11-08-2024,21:16:26,,5049,,,,,,
11-08-2024,21:16:56,,5049,,,,,,
11-08-2024,21:17:26,,5049,,,,,,
11-08-2024,21:17:56,,5049,,,,,,
11-08-2024,21:18:26,,5049,,,,,,
11-08-2024,21:18:56,,5049,,,,,,
11-08-2024,21:19:26,,5049,,,,,,
11-08-2024,21:19:56,,5049,,,,,,
11-08-2024,21:20:26,,5049,,,,,,
11-08-2024,21:20:56,,5049,,,,,,
11-08-2024,21:21:26,,5049,,,,,,
11-08-2024,21:21:56,,5049,,,,,,
11-08-2024,21:22:26,,5049,,,,,,
11-08-2024,21:22:56,,5049,,,,,,
11-08-2024,21:23:26,,5049,,,,,,
11-08-2024,21:23:56,,5049,,,,,,
11-08-2024,21:24:26,,5049,,,,,,
11-08-2024,21:24:56,,5049,,,,,,
11-08-2024,21:25:26,,5049,,,,,,
11-08-2024,21:25:56,,5049,,,,,,
11-08-2024,21:26:26,,5049,,,,,,
11-08-2024,21:26:56,,5049,,,,,,
11-08-2024,21:27:26,,5049,,,,,,
11-08-2024,21:27:56,,5049,,,,,,
11-08-2024,21:28:26,,5049,,,,,,
11-08-2024,21:28:56,,5049,,,,,,
11-08-2024,21:29:26,,5049,,,,,,
11-08-2024,21:29:56,,5049,,,,,,
11-08-2024,21:30:26,,5049,,,,,,
11-08-2024,21:30:56,,5049,,,,,,
11-08-2024,21:31:26,,5049,,,,,,
11-08-2024,21:31:56,,5049,,,,,,
11-08-2024,21:32:26,,5049,,,,,,
11-08-2024,21:32:56,,5049,,,,,,
11-08-2024,21:33:26,,5049,,,,,,
11-08-2024,21:33:56,,5049,,,,,,
11-08-2024,21:34:26,,5049,,,,,,
11-08-2024,21:34:56,,5049,,,,,,
11-08-2024,21:35:26,,5049,,,,,,
11-08-2024,21:35:56,,5049,,,,,,
11-08-2024,21:36:26,,5049,,,,,,
11-08-2024,21:36:56,,5049,,,,,,
11-08-2024,21:37:26,,5049,,,,,,
11-08-2024,21:37:56,,5049,,,,,,
11-08-2024,21:38:26,,5049,,,,,,
11-08-2024,21:38:56,,5049,,,,,,
11-08-2024,21:39:26,,5049,,,,,,
11-08-2024,21:39:56,,5049,,,,,,
11-08-2024,21:40:26,,5049,,,,,,
11-08-2024,21:40:56,,5049,,,,,,
11-08-2024,21:41:26,,5049,,,,,,
11-08-2024,21:41:56,,5049,,,,,,
11-08-2024,21:42:26,,5049,,,,,,
11-08-2024,21:42:56,,5049,,,,,,
11-08-2024,21:43:26,,5049,,,,,,
11-08-2024,21:43:56,,5049,,,,,,
11-08-2024,21:44:26,,5049,,,,,,
11-08-2024,21:44:56,,5049,,,,,,
11-08-2024,21:45:26,,5049,,,,,,
11-08-2024,21:45:56,,5049,,,,,,
11-08-2024,21:46:26,,5049,,,,,,
11-08-2024,21:46:56,,5049,,,,,,
11-08-2024,21:47:26,,5049,,,,,,
11-08-2024,21:47:56,,5049,,,,,,
11-08-2024,21:48:26,,5049,,,,,,
11-08-2024,21:48:56,,5049,,,,,,
11-08-2024,21:49:26,,5049,,,,,,
11-08-2024,21:49:56,,5049,,,,,,
11-08-2024,21:50:26,,5049,,,,,,
11-08-2024,21:50:56,,5049,,,,,,
11-08-2024,21:51:26,,5049,,,,,,
11-08-2024,21:51:56,,5049,,,,,,
11-08-2024,21:52:26,,5049,,,,,,
11-08-2024,21:52:56,,5049,,,,,,
11-08-2024,21:53:26,,5049,,,,,,
11-08-2024,21:53:56,,5049,,,,,,
11-08-2024,21:54:26,,5049,,,,,,
11-08-2024,21:54:56,,5049,,,,,,
11-08-2024,21:55:26,,5049,,,,,,
11-08-2024,21:55:56,,5049,,,,,,
11-08-2024,21:56:26,,5049,,,,,,
11-08-2024,21:56:56,,5049,,,,,,
11-08-2024,21:57:26,,5049,,,,,,
11-08-2024,21:57:56,,5049,,,,,,
11-08-2024,21:58:26,,5049,,,,,,
11-08-2024,21:58:56,,5049,,,,,,
11-08-2024,21:59:26,,5049,,,,,,
11-08-2024,21:59:56,,5049,,,,,,
11-08-2024,22:00:26,,5049,,,,,,
11-08-2024,22:00:56,,5049,,,,,,
11-08-2024,22:01:26,,5049,,,,,,
11-08-2024,22:01:56,,5049,,,,,,
11-08-2024,22:02:26,,5049,,,,,,
11-08-2024,22:02:56,,5049,,,,,,
11-08-2024,22:03:26,,5049,,,,,,
11-08-2024,22:03:56,,5049,,,,,,
11-08-2024,22:04:26,,5049,,,,,,
11-08-2024,22:04:56,,5049,,,,,,
11-08-2024,22:05:26,,5049,,,,,,
11-08-2024,22:05:56,,5049,,,,,,
11-08-2024,22:06:26,,5049,,,,,,
11-08-2024,22:06:56,,5049,,,,,,
11-08-2024,22:07:26,,5049,,,,,,
11-08-2024,22:07:56,,5049,,,,,,
11-08-2024,22:08:26,,5049,,,,,,
11-08-2024,22:08:56,,5049,,,,,,
11-08-2024,22:09:26,,5049,,,,,,
11-08-2024,22:09:56,,5049,,,,,,
11-08-2024,22:10:26,,5049,,,,,,
11-08-2024,22:10:56,,5049,,,,,,
11-08-2024,22:11:26,,5049,,,,,,
11-08-2024,22:11:56,,5049,,,,,,
11-08-2024,22:12:26,,5049,,,,,,
11-08-2024,22:12:56,,5049,,,,,,
11-08-2024,22:13:26,,5049,,,,,,
11-08-2024,22:13:56,,5049,,,,,,
11-08-2024,22:14:26,,5049,,,,,,
11-08-2024,22:14:56,,5049,,,,,,
11-08-2024,22:15:26,,5049,,,,,,
11-08-2024,22:15:56,,5049,,,,,,
11-08-2024,22:16:26,,5049,,,,,,
11-08-2024,22:16:56,,5049,,,,,,
11-08-2024,22:17:26,,5049,,,,,,
11-08-2024,22:17:56,,5049,,,,,,
11-08-2024,22:18:26,,5049,,,,,,
11-08-2024,22:18:56,,5049,,,,,,
11-08-2024,22:19:26,,5049,,,,,,
11-08-2024,22:19:56,,5049,,,,,,
11-08-2024,22:20:26,,5049,,,,,,
11-08-2024,22:20:56,,5049,,,,,,
11-08-2024,22:21:26,,5049,,,,,,
11-08-2024,22:21:56,,5049,,,,,,
11-08-2024,22:22:26,,5049,,,,,,
11-08-2024,22:22:56,,5049,,,,,,
11-08-2024,22:23:26,,5049,,,,,,
11-08-2024,22:23:56,,5049,,,,,,
11-08-2024,22:24:26,,5049,,,,,,
11-08-2024,22:24:56,,5049,,,,,,
11-08-2024,22:25:26,,5049,,,,,,
11-08-2024,22:25:56,,5049,,,,,,
11-08-2024,22:26:26,,5049,,,,,,
11-08-2024,22:26:56,,5049,,,,,,
11-08-2024,22:27:26,,5049,,,,,,
11-08-2024,22:27:56,,5049,,,,,,
11-08-2024,22:28:26,,5049,,,,,,
11-08-2024,22:28:56,,5049,,,,,,
11-08-2024,22:29:26,,5049,,,,,,
11-08-2024,22:29:56,,5049,,,,,,
11-08-2024,22:30:26,,5049,,,,,,
11-08-2024,22:30:56,,5049,,,,,,
11-08-2024,22:31:26,,5049,,,,,,
11-08-2024,22:31:56,,5049,,,,,,
11-08-2024,22:32:26,,5049,,,,,,
11-08-2024,22:32:56,,5049,,,,,,
11-08-2024,22:33:26,,5049,,,,,,
11-08-2024,22:33:56,,5049,,,,,,
11-08-2024,22:34:26,,5049,,,,,,
11-08-2024,22:34:56,,5049,,,,,,
11-08-2024,22:35:26,,5049,,,,,,
11-08-2024,22:35:56,,5049,,,,,,
11-08-2024,22:36:26,,5049,,,,,,
11-08-2024,22:36:56,,5049,,,,,,
11-08-2024,22:37:26,,5049,,,,,,
11-08-2024,22:37:56,,5049,,,,,,
11-08-2024,22:38:26,,5049,,,,,,
11-08-2024,22:38:56,,5049,,,,,,
11-08-2024,22:39:26,,5049,,,,,,
11-08-2024,22:39:56,,5049,,,,,,
11-08-2024,22:40:26,,5049,,,,,,
11-08-2024,22:40:56,,5049,,,,,,
11-08-2024,22:41:26,,5049,,,,,,
11-08-2024,22:41:56,,5049,,,,,,
11-08-2024,22:42:26,,5049,,,,,,
11-08-2024,22:42:56,,5049,,,,,,
11-08-2024,22:43:26,,5049,,,,,,
11-08-2024,22:43:56,,5049,,,,,,
11-08-2024,22:44:26,,5049,,,,,,
11-08-2024,22:44:56,,5049,,,,,,
11-08-2024,22:45:26,,5049,,,,,,
11-08-2024,22:45:56,,5049,,,,,,
11-08-2024,22:46:26,,5049,,,,,,
11-08-2024,22:46:56,,5049,,,,,,
11-08-2024,22:47:26,,5049,,,,,,
11-08-2024,22:47:56,,5049,,,,,,
11-08-2024,22:48:26,,5049,,,,,,
11-08-2024,22:48:56,,5049,,,,,,
11-08-2024,22:49:26,,5049,,,,,,
11-08-2024,22:49:56,,5049,,,,,,
11-08-2024,22:50:26,,5049,,,,,,
11-08-2024,22:50:56,,5049,,,,,,
11-08-2024,22:51:26,,5049,,,,,,
11-08-2024,22:51:56,,5049,,,,,,
11-08-2024,22:52:26,,5049,,,,,,
11-08-2024,22:52:56,,5049,,,,,,
11-08-2024,22:53:26,,5049,,,,,,
11-08-2024,22:53:56,,5049,,,,,,
11-08-2024,22:54:26,,5049,,,,,,
11-08-2024,22:54:56,,5049,,,,,,
11-08-2024,22:55:26,,5049,,,,,,
11-08-2024,22:55:56,,5049,,,,,,
11-08-2024,22:56:26,,5049,,,,,,
11-08-2024,22:56:56,,5049,,,,,,
11-08-2024,22:57:26,,5049,,,,,,
11-08-2024,22:57:56,,5049,,,,,,
11-08-2024,22:58:26,,5049,,,,,,
11-08-2024,22:58:56,,5049,,,,,,
11-08-2024,22:59:26,,5049,,,,,,
11-08-2024,22:59:56,,5049,,,,,,
11-08-2024,23:00:26,,5049,,,,,,
11-08-2024,23:00:56,,5049,,,,,,
11-08-2024,23:01:26,,5049,,,,,,
11-08-2024,23:01:56,,5049,,,,,,
11-08-2024,23:02:26,,5049,,,,,,
11-08-2024,23:02:56,,5049,,,,,,
11-08-2024,23:03:26,,5049,,,,,,
11-08-2024,23:03:56,,5049,,,,,,
11-08-2024,23:04:26,,5049,,,,,,
11-08-2024,23:04:56,,5049,,,,,,
11-08-2024,23:05:26,,5049,,,,,,
11-08-2024,23:05:56,,5049,,,,,,
11-08-2024,23:06:26,,5049,,,,,,
11-08-2024,23:06:56,,5049,,,,,,
11-08-2024,23:07:26,,5049,,,,,,
11-08-2024,23:07:56,,5049,,,,,,
11-08-2024,23:08:26,,5049,,,,,,
11-08-2024,23:08:56,,5049,,,,,,
11-08-2024,23:09:26,,5049,,,,,,
11-08-2024,23:09:56,,5049,,,,,,
11-08-2024,23:10:26,,5049,,,,,,
11-08-2024,23:10:56,,5049,,,,,,
11-08-2024,23:11:26,,5049,,,,,,
11-08-2024,23:11:56,,5049,,,,,,
11-08-2024,23:12:26,,5049,,,,,,
11-08-2024,23:12:56,,5049,,,,,,
11-08-2024,23:13:26,,5049,,,,,,
11-08-2024,23:13:56,,5049,,,,,,
11-08-2024,23:14:26,,5049,,,,,,
11-08-2024,23:14:56,,5049,,,,,,
11-08-2024,23:15:26,,5049,,,,,,
11-08-2024,23:15:56,,5049,,,,,,
11-08-2024,23:16:26,,5049,,,,,,
11-08-2024,23:16:56,,5049,,,,,,
11-08-2024,23:17:26,,5049,,,,,,
11-08-2024,23:17:56,,5049,,,,,,
11-08-2024,23:18:26,,5049,,,,,,
11-08-2024,23:18:56,,5049,,,,,,
11-08-2024,23:19:26,,5049,,,,,,
11-08-2024,23:19:56,,5049,,,,,,
11-08-2024,23:20:26,,5049,,,,,,
11-08-2024,23:20:56,,5049,,,,,,
11-08-2024,23:21:26,,5049,,,,,,
11-08-2024,23:21:56,,5049,,,,,,
11-08-2024,23:22:26,,5049,,,,,,
11-08-2024,23:22:56,,5049,,,,,,
11-08-2024,23:23:26,,5049,,,,,,
11-08-2024,23:23:56,,5049,,,,,,
11-08-2024,23:24:26,,5049,,,,,,
11-08-2024,23:24:56,,5049,,,,,,
11-08-2024,23:25:26,,5049,,,,,,
11-08-2024,23:25:56,,5049,,,,,,
11-08-2024,23:26:26,,5049,,,,,,
11-08-2024,23:26:56,,5049,,,,,,
11-08-2024,23:27:26,,5049,,,,,,
11-08-2024,23:27:56,,5049,,,,,,
11-08-2024,23:28:26,,5049,,,,,,
11-08-2024,23:28:56,,5049,,,,,,
11-08-2024,23:29:26,,5049,,,,,,
11-08-2024,23:29:56,,5049,,,,,,
11-08-2024,23:30:26,,5049,,,,,,
11-08-2024,23:30:56,,5049,,,,,,
11-08-2024,23:31:26,,5049,,,,,,
11-08-2024,23:31:56,,5049,,,,,,
11-08-2024,23:32:26,,5049,,,,,,
11-08-2024,23:44:58,,5049,,,,,,
11-08-2024,23:45:28,,5049,,,,,,
11-08-2024,23:45:58,,5049,,,,,,
11-08-2024,23:46:28,,5049,,,,,,
11-08-2024,23:46:58,,5049,,,,,,
11-08-2024,23:47:28,,5049,,,,,,
11-08-2024,23:47:58,,5049,,,,,,
11-08-2024,23:48:28,,5049,,,,,,
11-08-2024,23:48:58,,5049,,,,,,
11-08-2024,23:49:28,,5049,,,,,,
11-08-2024,23:49:58,,5049,,,,,,
11-08-2024,23:50:28,,5049,,,,,,
11-08-2024,23:50:58,,5049,,,,,,
11-08-2024,23:51:28,,5049,,,,,,
11-08-2024,23:51:58,,5049,,,,,,
11-08-2024,23:52:28,,5049,,,,,,
12-08-2024,00:05:30,,5049,,,,,,
12-08-2024,00:06:00,,5049,,,,,,
12-08-2024,00:06:30,,5049,,,,,,
12-08-2024,00:07:00,,5049,,,,,,
12-08-2024,00:07:30,,5049,,,,,,
12-08-2024,00:08:00,,5049,,,,,,
12-08-2024,00:08:30,,5049,,,,,,
12-08-2024,00:09:00,,5049,,,,,,
12-08-2024,00:09:30,,5049,,,,,,
12-08-2024,00:10:00,,5049,,,,,,
12-08-2024,00:10:30,,5049,,,,,,
12-08-2024,00:11:00,,5049,,,,,,
12-08-2024,00:11:30,,5049,,,,,,
12-08-2024,00:12:00,,5049,,,,,,
12-08-2024,00:12:30,,5049,,,,,,
12-08-2024,00:13:00,,5049,,,,,,
12-08-2024,00:13:30,,5049,,,,,,
12-08-2024,00:14:00,,5049,,,,,,
12-08-2024,00:14:30,,5049,,,,,,
12-08-2024,00:15:00,,5049,,,,,,
12-08-2024,00:15:30,,5049,,,,,,
12-08-2024,00:16:00,,5049,,,,,,
12-08-2024,00:16:30,,5049,,,,,,
12-08-2024,00:17:00,,5049,,,,,,
12-08-2024,00:17:30,,5049,,,,,,
12-08-2024,00:18:00,,5049,,,,,,
12-08-2024,00:18:30,,5049,,,,,,
12-08-2024,00:19:00,,5049,,,,,,
12-08-2024,00:19:30,,5049,,,,,,
12-08-2024,00:20:00,,5049,,,,,,
12-08-2024,00:20:30,,5049,,,,,,
12-08-2024,00:21:00,,5049,,,,,,
12-08-2024,00:21:30,,5049,,,,,,
12-08-2024,00:22:00,,5049,,,,,,
12-08-2024,00:22:30,,5049,,,,,,
12-08-2024,00:23:00,,5049,,,,,,
12-08-2024,00:23:30,,5049,,,,,,
12-08-2024,00:24:00,,5049,,,,,,
12-08-2024,00:24:30,,5049,,,,,,
12-08-2024,00:25:00,,5049,,,,,,
12-08-2024,00:25:30,,5049,,,,,,
12-08-2024,00:26:00,,5049,,,,,,
12-08-2024,00:26:30,,5049,,,,,,
12-08-2024,00:27:00,,5049,,,,,,
12-08-2024,00:27:30,,5049,,,,,,
12-08-2024,00:28:00,,5049,,,,,,
12-08-2024,00:28:30,,5049,,,,,,
12-08-2024,00:29:00,,5049,,,,,,
12-08-2024,00:29:30,,5049,,,,,,
12-08-2024,00:30:00,,5049,,,,,,
12-08-2024,00:30:30,,5049,,,,,,
12-08-2024,00:31:00,,5049,,,,,,
12-08-2024,00:31:30,,5049,,,,,,
12-08-2024,00:32:00,,5049,,,,,,
12-08-2024,00:32:30,,5049,,,,,,
12-08-2024,00:33:00,,5049,,,,,,
12-08-2024,00:33:30,,5049,,,,,,
12-08-2024,00:34:00,,5049,,,,,,
12-08-2024,00:34:30,,5049,,,,,,
12-08-2024,00:35:00,,5049,,,,,,
12-08-2024,00:35:30,,5049,,,,,,
12-08-2024,00:36:00,,5049,,,,,,
12-08-2024,00:36:30,,5049,,,,,,
12-08-2024,00:37:00,,5049,,,,,,
12-08-2024,00:37:30,,5049,,,,,,
12-08-2024,00:38:00,,5049,,,,,,
12-08-2024,00:38:30,,5049,,,,,,
12-08-2024,00:39:00,,5049,,,,,,
12-08-2024,00:39:30,,5049,,,,,,
12-08-2024,00:40:00,,5049,,,,,,
12-08-2024,00:40:30,,5049,,,,,,
12-08-2024,00:41:00,,5049,,,,,,
12-08-2024,00:41:30,,5049,,,,,,
12-08-2024,00:42:00,,5049,,,,,,
12-08-2024,00:42:30,,5049,,,,,,
12-08-2024,00:43:00,,5049,,,,,,
12-08-2024,00:43:30,,5049,,,,,,
12-08-2024,00:44:00,,5049,,,,,,
12-08-2024,00:44:30,,5049,,,,,,
12-08-2024,00:45:00,,5049,,,,,,
12-08-2024,00:45:30,,5049,,,,,,
12-08-2024,00:46:00,,5049,,,,,,
12-08-2024,00:46:30,,5049,,,,,,
12-08-2024,00:47:00,,5049,,,,,,
12-08-2024,00:47:30,,5049,,,,,,
12-08-2024,00:48:00,,5049,,,,,,
12-08-2024,00:48:30,,5049,,,,,,
12-08-2024,00:49:00,,5049,,,,,,
12-08-2024,00:49:30,,5049,,,,,,
12-08-2024,00:50:00,,5049,,,,,,
12-08-2024,00:50:30,,5049,,,,,,
12-08-2024,00:51:00,,5049,,,,,,
12-08-2024,00:51:30,,5049,,,,,,
12-08-2024,00:52:00,,5049,,,,,,
12-08-2024,00:52:30,,5049,,,,,,
12-08-2024,00:53:00,,5049,,,,,,
